station_id,island,year,station_name,expected_days,n_rows,n_temp,n_prec,pct_temp,pct_prec,n_flags,use_for_annual
C117A,La Palma,2017,PUNTAGORDA,365,365,363,365,0.9945205479452055,1,0,TRUE
C117A,La Palma,2018,PUNTAGORDA,365,365,365,365,1,1,0,TRUE
C117A,La Palma,2019,PUNTAGORDA,365,364,363,363,0.9945205479452055,0.9945205479452055,0,TRUE
C117A,La Palma,2020,PUNTAGORDA,366,366,366,366,1,1,0,TRUE
C117A,La Palma,2021,PUNTAGORDA,365,365,365,365,1,1,0,TRUE
C117A,La Palma,2022,PUNTAGORDA,365,365,364,365,0.9972602739726028,1,0,TRUE
C117A,La Palma,2023,PUNTAGORDA,365,365,365,365,1,1,0,TRUE
C117A,La Palma,2024,PUNTAGORDA,366,366,366,366,1,1,0,TRUE
C117A,La Palma,2025,PUNTAGORDA,365,362,361,361,0.989041095890411,0.989041095890411,0,TRUE
C126A,La Palma,2015,EL PASO,365,365,233,363,0.6383561643835617,0.9945205479452055,0,FALSE
C126A,La Palma,2016,EL PASO,366,366,364,366,0.994535519125683,1,0,TRUE
C126A,La Palma,2017,EL PASO,365,365,364,364,0.9972602739726028,0.9972602739726028,0,TRUE
C126A,La Palma,2018,EL PASO,365,365,365,365,1,1,0,TRUE
C126A,La Palma,2019,EL PASO,365,365,365,365,1,1,0,TRUE
C126A,La Palma,2020,EL PASO,366,366,366,365,1,0.9972677595628415,0,TRUE
C126A,La Palma,2021,EL PASO,365,365,365,365,1,1,0,TRUE
C126A,La Palma,2022,EL PASO,365,365,364,365,0.9972602739726028,1,0,TRUE
C126A,La Palma,2023,EL PASO,365,365,365,365,1,1,0,TRUE
C126A,La Palma,2024,EL PASO,366,366,366,366,1,1,0,TRUE
C126A,La Palma,2025,EL PASO,365,344,344,344,0.9424657534246575,0.9424657534246575,0,TRUE
C129V,La Palma,2015,FUENCALIENTE,365,365,361,364,0.989041095890411,0.9972602739726028,0,TRUE
C129V,La Palma,2016,FUENCALIENTE,366,366,357,366,0.9754098360655737,1,0,TRUE
C129V,La Palma,2017,FUENCALIENTE,365,365,351,341,0.9616438356164384,0.9342465753424658,0,TRUE
C129V,La Palma,2018,FUENCALIENTE,365,365,365,365,1,1,0,TRUE
C129V,La Palma,2019,FUENCALIENTE,365,365,364,365,0.9972602739726028,1,0,TRUE
C129V,La Palma,2020,FUENCALIENTE,366,366,366,366,1,1,0,TRUE
C129V,La Palma,2021,FUENCALIENTE,365,365,362,365,0.9917808219178083,1,0,TRUE
C129V,La Palma,2022,FUENCALIENTE,365,365,363,365,0.9945205479452055,1,0,TRUE
C129V,La Palma,2023,FUENCALIENTE,365,365,365,365,1,1,0,TRUE
C129V,La Palma,2024,FUENCALIENTE,366,366,366,366,1,1,0,TRUE
C129V,La Palma,2025,FUENCALIENTE,365,362,360,360,0.9863013698630136,0.9863013698630136,0,TRUE
C139E,La Palma,2015,LA PALMA AEROPUERTO,365,365,364,365,0.9972602739726028,1,0,TRUE
C139E,La Palma,2016,LA PALMA AEROPUERTO,366,366,343,366,0.9371584699453552,1,0,TRUE
C139E,La Palma,2017,LA PALMA AEROPUERTO,365,365,323,365,0.8849315068493151,1,0,TRUE
C139E,La Palma,2018,LA PALMA AEROPUERTO,365,365,362,365,0.9917808219178083,1,0,TRUE
C139E,La Palma,2019,LA PALMA AEROPUERTO,365,365,362,365,0.9917808219178083,1,0,TRUE
C139E,La Palma,2020,LA PALMA AEROPUERTO,366,366,365,366,0.9972677595628415,1,0,TRUE
C139E,La Palma,2021,LA PALMA AEROPUERTO,365,365,364,365,0.9972602739726028,1,0,TRUE
C139E,La Palma,2022,LA PALMA AEROPUERTO,365,365,365,365,1,1,0,TRUE
C139E,La Palma,2023,LA PALMA AEROPUERTO,365,365,365,365,1,1,0,TRUE
C139E,La Palma,2024,LA PALMA AEROPUERTO,366,366,365,366,0.9972677595628415,1,0,TRUE
C139E,La Palma,2025,LA PALMA AEROPUERTO,365,365,365,365,1,1,0,TRUE
C148F,La Palma,2015,SAN ANDRÉS Y SAUCES,365,365,364,365,0.9972602739726028,1,0,TRUE
C148F,La Palma,2016,SAN ANDRÉS Y SAUCES,366,366,366,273,1,0.7459016393442623,0,TRUE
C148F,La Palma,2017,SAN ANDRÉS Y SAUCES,365,365,364,320,0.9972602739726028,0.8767123287671232,0,TRUE
C148F,La Palma,2018,SAN ANDRÉS Y SAUCES,365,365,365,365,1,1,0,TRUE
C148F,La Palma,2019,SAN ANDRÉS Y SAUCES,365,315,315,314,0.863013698630137,0.8602739726027397,0,TRUE
C148F,La Palma,2020,SAN ANDRÉS Y SAUCES,366,366,366,366,1,1,0,TRUE
C148F,La Palma,2021,SAN ANDRÉS Y SAUCES,365,365,365,348,1,0.9534246575342465,0,TRUE
C148F,La Palma,2022,SAN ANDRÉS Y SAUCES,365,365,365,365,1,1,0,TRUE
C148F,La Palma,2023,SAN ANDRÉS Y SAUCES,365,365,365,365,1,1,0,TRUE
C148F,La Palma,2024,SAN ANDRÉS Y SAUCES,366,366,366,366,1,1,0,TRUE
C148F,La Palma,2025,SAN ANDRÉS Y SAUCES,365,365,365,365,1,1,0,TRUE
C229J,Fuerteventura,2015,PÁJARA,365,324,312,308,0.8547945205479452,0.8438356164383561,0,TRUE
C229J,Fuerteventura,2016,PÁJARA,366,366,358,365,0.9781420765027322,0.9972677595628415,0,TRUE
C229J,Fuerteventura,2017,PÁJARA,365,339,330,334,0.9041095890410958,0.915068493150685,0,TRUE
C229J,Fuerteventura,2018,PÁJARA,365,339,330,336,0.9041095890410958,0.9205479452054794,0,TRUE
C229J,Fuerteventura,2019,PÁJARA,365,365,355,363,0.9726027397260274,0.9945205479452055,0,TRUE
C229J,Fuerteventura,2020,PÁJARA,366,366,364,364,0.994535519125683,0.994535519125683,0,TRUE
C229J,Fuerteventura,2021,PÁJARA,365,364,349,355,0.9561643835616438,0.9726027397260274,0,TRUE
C229J,Fuerteventura,2022,PÁJARA,365,363,353,356,0.9671232876712329,0.9753424657534246,0,TRUE
C229J,Fuerteventura,2023,PÁJARA,365,356,332,352,0.9095890410958904,0.9643835616438357,0,TRUE
C229J,Fuerteventura,2024,PÁJARA,366,366,355,362,0.9699453551912568,0.9890710382513661,0,TRUE
C229J,Fuerteventura,2025,PÁJARA,365,356,348,350,0.9534246575342465,0.958904109589041,0,TRUE
C239N,Fuerteventura,2015,"TUINEJE,PUERTO GRAN TARAJAL",365,336,313,314,0.8575342465753425,0.8602739726027397,0,TRUE
C239N,Fuerteventura,2016,"TUINEJE,PUERTO GRAN TARAJAL",366,364,361,361,0.9863387978142076,0.9863387978142076,0,TRUE
C239N,Fuerteventura,2017,"TUINEJE,PUERTO GRAN TARAJAL",365,365,364,364,0.9972602739726028,0.9972602739726028,0,TRUE
C239N,Fuerteventura,2018,"TUINEJE,PUERTO GRAN TARAJAL",365,364,363,347,0.9945205479452055,0.9506849315068493,0,TRUE
C239N,Fuerteventura,2019,"TUINEJE,PUERTO GRAN TARAJAL",365,364,363,363,0.9945205479452055,0.9945205479452055,0,TRUE
C239N,Fuerteventura,2020,"TUINEJE,PUERTO GRAN TARAJAL",366,366,366,366,1,1,0,TRUE
C239N,Fuerteventura,2021,"TUINEJE,PUERTO GRAN TARAJAL",365,365,364,363,0.9972602739726028,0.9945205479452055,0,TRUE
C239N,Fuerteventura,2022,"TUINEJE,PUERTO GRAN TARAJAL",365,365,365,364,1,0.9972602739726028,0,TRUE
C239N,Fuerteventura,2023,"TUINEJE,PUERTO GRAN TARAJAL",365,365,365,365,1,1,0,TRUE
C239N,Fuerteventura,2024,"TUINEJE,PUERTO GRAN TARAJAL",366,366,366,366,1,1,0,TRUE
C239N,Fuerteventura,2025,"TUINEJE,PUERTO GRAN TARAJAL",365,365,364,363,0.9972602739726028,0.9945205479452055,0,TRUE
C248E,Fuerteventura,2015,ANTIGUA,365,324,312,306,0.8547945205479452,0.8383561643835616,0,TRUE
C248E,Fuerteventura,2016,ANTIGUA,366,364,357,356,0.9754098360655737,0.9726775956284153,0,TRUE
C248E,Fuerteventura,2017,ANTIGUA,365,357,295,296,0.8082191780821918,0.810958904109589,0,TRUE
C248E,Fuerteventura,2018,ANTIGUA,365,365,348,353,0.9534246575342465,0.9671232876712329,0,TRUE
C248E,Fuerteventura,2019,ANTIGUA,365,356,351,352,0.9616438356164384,0.9643835616438357,0,TRUE
C248E,Fuerteventura,2020,ANTIGUA,366,358,349,350,0.953551912568306,0.9562841530054644,0,TRUE
C248E,Fuerteventura,2021,ANTIGUA,365,365,357,364,0.9780821917808219,0.9972602739726028,0,TRUE
C248E,Fuerteventura,2022,ANTIGUA,365,364,363,363,0.9945205479452055,0.9945205479452055,0,TRUE
C248E,Fuerteventura,2023,ANTIGUA,365,365,364,365,0.9972602739726028,1,0,TRUE
C248E,Fuerteventura,2024,ANTIGUA,366,366,365,365,0.9972677595628415,0.9972677595628415,0,TRUE
C248E,Fuerteventura,2025,ANTIGUA,365,365,361,362,0.989041095890411,0.9917808219178083,0,TRUE
C249I,Fuerteventura,2015,FUERTEVENTURA AEROPUERTO,365,365,362,365,0.9917808219178083,1,0,TRUE
C249I,Fuerteventura,2016,FUERTEVENTURA AEROPUERTO,366,366,364,366,0.994535519125683,1,0,TRUE
C249I,Fuerteventura,2017,FUERTEVENTURA AEROPUERTO,365,365,361,365,0.989041095890411,1,0,TRUE
C249I,Fuerteventura,2018,FUERTEVENTURA AEROPUERTO,365,365,360,365,0.9863013698630136,1,0,TRUE
C249I,Fuerteventura,2019,FUERTEVENTURA AEROPUERTO,365,365,362,365,0.9917808219178083,1,0,TRUE
C249I,Fuerteventura,2020,FUERTEVENTURA AEROPUERTO,366,366,365,366,0.9972677595628415,1,0,TRUE
C249I,Fuerteventura,2021,FUERTEVENTURA AEROPUERTO,365,365,360,365,0.9863013698630136,1,0,TRUE
C249I,Fuerteventura,2022,FUERTEVENTURA AEROPUERTO,365,365,365,365,1,1,0,TRUE
C249I,Fuerteventura,2023,FUERTEVENTURA AEROPUERTO,365,365,358,365,0.9808219178082191,1,0,TRUE
C249I,Fuerteventura,2024,FUERTEVENTURA AEROPUERTO,366,366,363,366,0.9918032786885246,1,0,TRUE
C249I,Fuerteventura,2025,FUERTEVENTURA AEROPUERTO,365,365,365,365,1,1,0,TRUE
C258K,Fuerteventura,2015,LA OLIVA,365,359,344,339,0.9424657534246575,0.9287671232876712,0,TRUE
C258K,Fuerteventura,2016,LA OLIVA,366,366,366,366,1,1,0,TRUE
C258K,Fuerteventura,2017,LA OLIVA,365,365,364,365,0.9972602739726028,1,0,TRUE
C258K,Fuerteventura,2018,LA OLIVA,365,365,364,365,0.9972602739726028,1,0,TRUE
C258K,Fuerteventura,2019,LA OLIVA,365,363,361,362,0.989041095890411,0.9917808219178083,0,TRUE
C258K,Fuerteventura,2020,LA OLIVA,366,366,366,366,1,1,0,TRUE
C258K,Fuerteventura,2021,LA OLIVA,365,365,363,364,0.9945205479452055,0.9972602739726028,0,TRUE
C258K,Fuerteventura,2022,LA OLIVA,365,365,364,364,0.9972602739726028,0.9972602739726028,0,TRUE
C258K,Fuerteventura,2023,LA OLIVA,365,365,364,364,0.9972602739726028,0.9972602739726028,0,TRUE
C258K,Fuerteventura,2024,LA OLIVA,366,366,366,366,1,1,0,TRUE
C258K,Fuerteventura,2025,LA OLIVA,365,365,365,363,1,0.9945205479452055,0,TRUE
C314Z,La Gomera,2015,"VALLEHERMOSO, ALTO IGUALERO",365,298,296,297,0.810958904109589,0.8136986301369863,0,TRUE
C314Z,La Gomera,2016,"VALLEHERMOSO, ALTO IGUALERO",366,366,365,366,0.9972677595628415,1,0,TRUE
C314Z,La Gomera,2017,"VALLEHERMOSO, ALTO IGUALERO",365,352,351,351,0.9616438356164384,0.9616438356164384,0,TRUE
C314Z,La Gomera,2018,"VALLEHERMOSO, ALTO IGUALERO",365,344,344,343,0.9424657534246575,0.9397260273972603,0,TRUE
C314Z,La Gomera,2019,"VALLEHERMOSO, ALTO IGUALERO",365,365,364,365,0.9972602739726028,1,0,TRUE
C314Z,La Gomera,2020,"VALLEHERMOSO, ALTO IGUALERO",366,366,322,366,0.8797814207650273,1,0,TRUE
C314Z,La Gomera,2021,"VALLEHERMOSO, ALTO IGUALERO",365,365,365,364,1,0.9972602739726028,0,TRUE
C314Z,La Gomera,2022,"VALLEHERMOSO, ALTO IGUALERO",365,365,365,365,1,1,0,TRUE
C314Z,La Gomera,2023,"VALLEHERMOSO, ALTO IGUALERO",365,365,363,337,0.9945205479452055,0.9232876712328767,0,TRUE
C314Z,La Gomera,2024,"VALLEHERMOSO, ALTO IGUALERO",366,343,341,339,0.9316939890710383,0.9262295081967213,0,TRUE
C314Z,La Gomera,2025,"VALLEHERMOSO, ALTO IGUALERO",365,365,365,365,1,1,0,TRUE
C317B,La Gomera,2015,AGULO,365,365,365,364,1,0.9972602739726028,0,TRUE
C317B,La Gomera,2016,AGULO,366,366,364,304,0.994535519125683,0.8306010928961749,0,TRUE
C317B,La Gomera,2017,AGULO,365,365,362,365,0.9917808219178083,1,0,TRUE
C317B,La Gomera,2018,AGULO,365,365,365,365,1,1,0,TRUE
C317B,La Gomera,2019,AGULO,365,365,365,365,1,1,0,TRUE
C317B,La Gomera,2020,AGULO,366,366,353,366,0.9644808743169399,1,0,TRUE
C317B,La Gomera,2021,AGULO,365,365,365,356,1,0.9753424657534246,0,TRUE
C317B,La Gomera,2022,AGULO,365,360,360,360,0.9863013698630136,0.9863013698630136,0,TRUE
C317B,La Gomera,2023,AGULO,365,365,360,365,0.9863013698630136,1,0,TRUE
C317B,La Gomera,2024,AGULO,366,366,366,366,1,1,0,TRUE
C317B,La Gomera,2025,AGULO,365,360,360,359,0.9863013698630136,0.9835616438356164,0,TRUE
C319W,La Gomera,2015,"VALLEHERMOSO, DAMA",365,363,352,359,0.9643835616438357,0.9835616438356164,0,TRUE
C319W,La Gomera,2016,"VALLEHERMOSO, DAMA",366,366,366,366,1,1,0,TRUE
C319W,La Gomera,2017,"VALLEHERMOSO, DAMA",365,365,363,365,0.9945205479452055,1,0,TRUE
C319W,La Gomera,2018,"VALLEHERMOSO, DAMA",365,365,365,365,1,1,0,TRUE
C319W,La Gomera,2019,"VALLEHERMOSO, DAMA",365,365,365,365,1,1,0,TRUE
C319W,La Gomera,2020,"VALLEHERMOSO, DAMA",366,366,365,366,0.9972677595628415,1,0,TRUE
C319W,La Gomera,2021,"VALLEHERMOSO, DAMA",365,365,365,365,1,1,0,TRUE
C319W,La Gomera,2022,"VALLEHERMOSO, DAMA",365,365,365,365,1,1,0,TRUE
C319W,La Gomera,2023,"VALLEHERMOSO, DAMA",365,365,365,365,1,1,0,TRUE
C319W,La Gomera,2024,"VALLEHERMOSO, DAMA",366,366,366,366,1,1,0,TRUE
C319W,La Gomera,2025,"VALLEHERMOSO, DAMA",365,365,365,365,1,1,0,TRUE
C329B,La Gomera,2015,"LA GOMERA, AEROPUERTO",365,365,365,365,1,1,0,TRUE
C329B,La Gomera,2016,"LA GOMERA, AEROPUERTO",366,366,366,366,1,1,0,TRUE
C329B,La Gomera,2017,"LA GOMERA, AEROPUERTO",365,365,364,365,0.9972602739726028,1,0,TRUE
C329B,La Gomera,2018,"LA GOMERA, AEROPUERTO",365,365,365,365,1,1,0,TRUE
C329B,La Gomera,2019,"LA GOMERA, AEROPUERTO",365,365,365,365,1,1,0,TRUE
C329B,La Gomera,2020,"LA GOMERA, AEROPUERTO",366,285,285,284,0.7786885245901639,0.7759562841530054,0,FALSE
C329B,La Gomera,2021,"LA GOMERA, AEROPUERTO",365,365,365,365,1,1,0,TRUE
C329B,La Gomera,2022,"LA GOMERA, AEROPUERTO",365,365,365,365,1,1,0,TRUE
C329B,La Gomera,2023,"LA GOMERA, AEROPUERTO",365,365,365,365,1,1,0,TRUE
C329B,La Gomera,2024,"LA GOMERA, AEROPUERTO",366,366,366,366,1,1,0,TRUE
C329B,La Gomera,2025,"LA GOMERA, AEROPUERTO",365,365,364,365,0.9972602739726028,1,0,TRUE
C329Z,La Gomera,2015,SAN SEBASTIÁN DE LA GOMERA,365,359,352,349,0.9643835616438357,0.9561643835616438,0,TRUE
C329Z,La Gomera,2016,SAN SEBASTIÁN DE LA GOMERA,366,366,362,365,0.9890710382513661,0.9972677595628415,0,TRUE
C329Z,La Gomera,2017,SAN SEBASTIÁN DE LA GOMERA,365,365,364,365,0.9972602739726028,1,0,TRUE
C329Z,La Gomera,2018,SAN SEBASTIÁN DE LA GOMERA,365,365,364,311,0.9972602739726028,0.852054794520548,0,TRUE
C329Z,La Gomera,2019,SAN SEBASTIÁN DE LA GOMERA,365,365,363,355,0.9945205479452055,0.9726027397260274,0,TRUE
C329Z,La Gomera,2020,SAN SEBASTIÁN DE LA GOMERA,366,366,365,366,0.9972677595628415,1,0,TRUE
C329Z,La Gomera,2021,SAN SEBASTIÁN DE LA GOMERA,365,365,363,365,0.9945205479452055,1,0,TRUE
C329Z,La Gomera,2022,SAN SEBASTIÁN DE LA GOMERA,365,365,365,365,1,1,0,TRUE
C329Z,La Gomera,2023,SAN SEBASTIÁN DE LA GOMERA,365,365,331,365,0.9068493150684932,1,0,TRUE
C329Z,La Gomera,2024,SAN SEBASTIÁN DE LA GOMERA,366,366,265,366,0.7240437158469946,1,0,FALSE
C329Z,La Gomera,2025,SAN SEBASTIÁN DE LA GOMERA,365,365,365,365,1,1,0,TRUE
C419X,Tenerife,2015,ADEJE,365,365,358,362,0.9808219178082191,0.9917808219178083,0,TRUE
C419X,Tenerife,2016,ADEJE,366,366,366,366,1,1,0,TRUE
C419X,Tenerife,2017,ADEJE,365,365,363,365,0.9945205479452055,1,0,TRUE
C419X,Tenerife,2018,ADEJE,365,365,365,365,1,1,0,TRUE
C419X,Tenerife,2019,ADEJE,365,365,365,365,1,1,0,TRUE
C419X,Tenerife,2020,ADEJE,366,366,362,365,0.9890710382513661,0.9972677595628415,0,TRUE
C419X,Tenerife,2021,ADEJE,365,365,365,365,1,1,0,TRUE
C419X,Tenerife,2022,ADEJE,365,365,365,365,1,1,0,TRUE
C419X,Tenerife,2023,ADEJE,365,365,365,365,1,1,0,TRUE
C419X,Tenerife,2024,ADEJE,366,366,366,366,1,1,0,TRUE
C419X,Tenerife,2025,ADEJE,365,364,362,364,0.9917808219178083,0.9972602739726028,0,TRUE
C430E,Tenerife,2015,IZAÑA,365,365,365,365,1,1,0,TRUE
C430E,Tenerife,2016,IZAÑA,366,366,366,366,1,1,0,TRUE
C430E,Tenerife,2017,IZAÑA,365,365,365,365,1,1,0,TRUE
C430E,Tenerife,2018,IZAÑA,365,365,365,365,1,1,0,TRUE
C430E,Tenerife,2019,IZAÑA,365,365,365,365,1,1,0,TRUE
C430E,Tenerife,2020,IZAÑA,366,366,366,366,1,1,0,TRUE
C430E,Tenerife,2021,IZAÑA,365,365,365,365,1,1,0,TRUE
C430E,Tenerife,2022,IZAÑA,365,365,365,365,1,1,0,TRUE
C430E,Tenerife,2023,IZAÑA,365,365,365,365,1,1,0,TRUE
C430E,Tenerife,2024,IZAÑA,366,366,366,366,1,1,0,TRUE
C430E,Tenerife,2025,IZAÑA,365,365,365,365,1,1,0,TRUE
C449Q,Tenerife,2015,CITFAGRO_97_TAGANANA,365,364,364,357,0.9972602739726028,0.9780821917808219,0,TRUE
C449Q,Tenerife,2016,CITFAGRO_97_TAGANANA,366,345,343,340,0.9371584699453552,0.9289617486338798,0,TRUE
C449Q,Tenerife,2017,CITFAGRO_97_TAGANANA,365,356,351,350,0.9616438356164384,0.958904109589041,0,TRUE
C449Q,Tenerife,2018,CITFAGRO_97_TAGANANA,365,363,361,349,0.989041095890411,0.9561643835616438,0,TRUE
C449Q,Tenerife,2019,CITFAGRO_97_TAGANANA,365,365,360,346,0.9863013698630136,0.947945205479452,0,TRUE
C449Q,Tenerife,2020,CITFAGRO_97_TAGANANA,366,363,362,362,0.9890710382513661,0.9890710382513661,0,TRUE
C449Q,Tenerife,2021,CITFAGRO_97_TAGANANA,365,362,360,359,0.9863013698630136,0.9835616438356164,0,TRUE
C449Q,Tenerife,2022,CITFAGRO_97_TAGANANA,365,365,365,365,1,1,0,TRUE
C449Q,Tenerife,2023,CITFAGRO_97_TAGANANA,365,365,363,365,0.9945205479452055,1,0,TRUE
C449Q,Tenerife,2024,CITFAGRO_97_TAGANANA,366,366,366,360,1,0.9836065573770492,0,TRUE
C449Q,Tenerife,2025,CITFAGRO_97_TAGANANA,365,365,365,364,1,0.9972602739726028,0,TRUE
C458A,Tenerife,2015,TACORONTE,365,365,362,363,0.9917808219178083,0.9945205479452055,0,TRUE
C458A,Tenerife,2016,TACORONTE,366,366,365,366,0.9972677595628415,1,0,TRUE
C458A,Tenerife,2017,TACORONTE,365,365,359,365,0.9835616438356164,1,0,TRUE
C458A,Tenerife,2018,TACORONTE,365,358,358,358,0.9808219178082191,0.9808219178082191,0,TRUE
C458A,Tenerife,2019,TACORONTE,365,360,360,317,0.9863013698630136,0.8684931506849315,0,TRUE
C458A,Tenerife,2020,TACORONTE,366,366,366,366,1,1,0,TRUE
C458A,Tenerife,2021,TACORONTE,365,365,365,365,1,1,0,TRUE
C458A,Tenerife,2022,TACORONTE,365,365,365,365,1,1,0,TRUE
C458A,Tenerife,2023,TACORONTE,365,365,365,365,1,1,0,TRUE
C458A,Tenerife,2024,TACORONTE,366,358,358,358,0.9781420765027322,0.9781420765027322,0,TRUE
C458A,Tenerife,2025,TACORONTE,365,365,365,365,1,1,0,TRUE
C468O,Tenerife,2015,CITFAGRO_62_TRIGO,365,365,365,360,1,0.9863013698630136,0,TRUE
